Player_ID,Name,Age,Gender,Skill_Level,Preferred_Play_Time,Location,Win_Rate,Total_Matches_Played,Favorite_Court_Type,Preferred_Play_Style,Average_Match_Duration,Coach_Affiliation,Club_Membership,Rating_Score
6b14b558,Player_1799,52,Male,Beginner,Evening,Beirut,86.1,326,Any,Balanced,83,Yes,Club B,1480
fed6e67c,Player_1800,55,Male,Advanced,Morning,Beirut,75.26,234,Indoor,Balanced,109,Yes,Club C,2206
5d4fba13,Player_1801,44,Male,Beginner,Morning,Madrid,68.78,367,Any,Defensive,117,No,Club C,1906
26bc1f16,Player_1802,18,Female,Advanced,Evening,Cairo,49.03,407,Outdoor,Balanced,105,No,No Club,1725
39c01834,Player_1803,32,Male,Advanced,Afternoon,Beirut,30.57,241,Outdoor,Balanced,117,Yes,Club B,1500
b0e2a796,Player_1804,45,Male,Professional,Morning,Cairo,35.12,211,Outdoor,Defensive,48,Yes,Club A,1857
f9f834d7,Player_1805,38,Female,Intermediate,Evening,Beirut,82.83,90,Any,Balanced,76,Yes,Club B,2103
a251c609,Player_1806,23,Female,Professional,Morning,London,60.93,405,Indoor,Aggressive,102,No,Club B,1023
0c4c32b5,Player_1807,43,Female,Intermediate,Evening,Riyadh,35.57,324,Any,Defensive,118,Yes,Club A,1804
241a305a,Player_1808,31,Male,Professional,Evening,Dubai,73.18,104,Any,Balanced,78,No,Club A,1763
acc85ef9,Player_1809,44,Female,Intermediate,Morning,Cairo,40.0,356,Any,Aggressive,62,No,Club B,1045
132a8dc7,Player_1810,40,Female,Beginner,Afternoon,Madrid,88.01,389,Indoor,Aggressive,88,Yes,Club C,1351
4b8d6619,Player_1811,31,Female,Intermediate,Afternoon,Cairo,68.52,275,Any,Balanced,53,No,No Club,2252
1d6b4faa,Player_1812,38,Female,Professional,Evening,Dubai,36.26,47,Indoor,Defensive,102,Yes,Club C,2476
35fe4712,Player_1813,49,Male,Beginner,Morning,London,47.08,13,Any,Balanced,67,No,Club C,1728
28a4c760,Player_1814,48,Female,Intermediate,Afternoon,Beirut,86.45,251,Outdoor,Aggressive,81,Yes,Club A,2280
3d01721f,Player_1815,51,Female,Professional,Evening,Madrid,80.16,334,Outdoor,Balanced,102,Yes,Club C,2329
4dc95129,Player_1816,27,Male,Professional,Morning,Dubai,67.24,60,Any,Aggressive,107,No,No Club,1849
4ac1a709,Player_1817,32,Female,Beginner,Evening,Beirut,63.89,210,Indoor,Balanced,65,No,Club C,1314
a446f7c6,Player_1818,54,Male,Beginner,Afternoon,Riyadh,77.55,498,Indoor,Aggressive,72,No,Club A,2378
69703661,Player_1819,20,Male,Advanced,Afternoon,Madrid,36.81,398,Any,Aggressive,87,No,Club A,1038
9213fec1,Player_1820,30,Male,Advanced,Evening,London,41.74,216,Indoor,Defensive,118,No,No Club,1233
6f76b0e2,Player_1821,28,Male,Intermediate,Morning,Riyadh,47.81,428,Any,Defensive,103,No,Club B,1793
970335d1,Player_1822,35,Female,Professional,Morning,Beirut,58.89,465,Indoor,Defensive,70,No,Club B,2004
9cda41ec,Player_1823,44,Male,Professional,Afternoon,Riyadh,59.16,393,Any,Aggressive,104,No,Club C,1038
4016092f,Player_1824,50,Male,Intermediate,Evening,Beirut,58.98,285,Indoor,Aggressive,32,Yes,Club C,1978
df2915e5,Player_1825,43,Male,Professional,Evening,Dubai,42.37,312,Outdoor,Balanced,65,No,Club C,1562
01e8d473,Player_1826,31,Female,Advanced,Evening,Madrid,56.19,159,Indoor,Defensive,51,No,No Club,1113
5e59f74d,Player_1827,52,Male,Intermediate,Afternoon,Riyadh,70.45,221,Outdoor,Balanced,91,Yes,Club C,2119
24c297ae,Player_1828,35,Male,Intermediate,Evening,Riyadh,44.88,204,Any,Defensive,94,No,Club C,1103
84d79eb1,Player_1829,24,Male,Professional,Evening,Dubai,81.68,413,Indoor,Defensive,73,Yes,Club A,1773
8dfd1c03,Player_1830,40,Female,Professional,Afternoon,Beirut,78.78,328,Any,Balanced,106,Yes,Club B,1540
8532d3da,Player_1831,26,Female,Intermediate,Morning,Dubai,37.61,477,Outdoor,Defensive,54,No,Club A,2029
893b0ff3,Player_1832,45,Female,Beginner,Morning,Dubai,30.09,271,Any,Balanced,117,No,Club B,1933
f57aad0a,Player_1833,30,Male,Professional,Afternoon,Beirut,63.95,385,Any,Defensive,86,Yes,No Club,1762
03454403,Player_1834,33,Male,Intermediate,Morning,Dubai,81.89,338,Outdoor,Aggressive,42,No,Club B,1440
5a146e1e,Player_1835,37,Female,Professional,Evening,Beirut,66.5,455,Outdoor,Balanced,81,Yes,Club A,2195
2bc369e5,Player_1836,27,Male,Intermediate,Morning,London,87.22,120,Any,Defensive,50,No,No Club,1278
5dad91e0,Player_1837,28,Male,Beginner,Afternoon,Dubai,84.29,195,Any,Aggressive,50,No,Club B,1227
e820fd98,Player_1838,38,Female,Advanced,Evening,Dubai,59.19,42,Outdoor,Defensive,110,Yes,Club C,1242
885e756a,Player_1839,55,Male,Advanced,Morning,Cairo,30.94,318,Outdoor,Aggressive,34,No,Club A,2420
5c187ca2,Player_1840,21,Male,Professional,Afternoon,Cairo,60.07,422,Any,Defensive,90,Yes,Club C,1864
5dd7d5c8,Player_1841,55,Male,Advanced,Evening,Dubai,73.87,348,Outdoor,Aggressive,120,Yes,Club A,1823
9963f089,Player_1842,33,Male,Advanced,Morning,Riyadh,72.39,456,Any,Balanced,35,Yes,No Club,1580
546f0251,Player_1843,47,Female,Intermediate,Evening,Beirut,64.41,404,Outdoor,Balanced,65,Yes,Club B,2182
70622787,Player_1844,22,Female,Professional,Afternoon,Riyadh,73.16,310,Indoor,Defensive,70,No,No Club,1988
cee0f9e0,Player_1845,49,Female,Intermediate,Afternoon,Dubai,69.67,144,Outdoor,Balanced,44,Yes,Club A,2404
6da1d4f4,Player_1846,43,Female,Advanced,Afternoon,Beirut,84.86,485,Any,Defensive,65,No,No Club,1390
7dde0085,Player_1847,27,Male,Professional,Morning,Riyadh,38.38,417,Outdoor,Balanced,80,No,Club A,1171
5380b807,Player_1848,26,Female,Intermediate,Evening,Madrid,68.7,487,Outdoor,Balanced,86,No,No Club,1182
67252d87,Player_1849,19,Male,Professional,Evening,Madrid,37.24,43,Any,Defensive,111,No,Club B,1178
51c397bb,Player_1850,50,Male,Advanced,Afternoon,Dubai,56.1,99,Outdoor,Defensive,41,Yes,No Club,1470
563bcaef,Player_1851,33,Male,Advanced,Evening,Dubai,74.78,450,Outdoor,Balanced,69,Yes,No Club,1133
60563d40,Player_1852,44,Male,Beginner,Afternoon,Dubai,31.04,245,Any,Defensive,89,Yes,No Club,1887
53b334d9,Player_1853,51,Male,Intermediate,Morning,Riyadh,66.09,14,Any,Aggressive,116,Yes,No Club,1234
85bcc9c6,Player_1854,47,Male,Beginner,Morning,Madrid,45.17,425,Any,Aggressive,110,Yes,No Club,1942
6de83a36,Player_1855,24,Female,Advanced,Afternoon,Beirut,67.26,107,Any,Aggressive,77,No,Club C,1175
3932960e,Player_1856,29,Male,Intermediate,Evening,London,44.16,337,Outdoor,Balanced,80,No,Club C,1286
4e5f3d6e,Player_1857,32,Male,Beginner,Afternoon,London,70.37,475,Indoor,Aggressive,58,No,Club A,2446
63ecb9f0,Player_1858,50,Male,Advanced,Afternoon,Beirut,83.42,13,Outdoor,Aggressive,79,Yes,No Club,2496
1152ced4,Player_1859,19,Male,Intermediate,Evening,Beirut,86.57,315,Indoor,Defensive,78,Yes,Club C,2206
9975cc90,Player_1860,23,Female,Beginner,Morning,Dubai,72.83,187,Outdoor,Balanced,107,No,Club B,1352
3aa95857,Player_1861,53,Female,Advanced,Afternoon,Riyadh,64.09,499,Any,Aggressive,49,Yes,Club A,1662
5b3923d7,Player_1862,19,Male,Professional,Afternoon,London,76.6,118,Any,Defensive,81,Yes,No Club,1929
5acf4610,Player_1863,38,Female,Advanced,Morning,Beirut,49.1,278,Indoor,Defensive,62,No,No Club,1522
fff78793,Player_1864,40,Male,Beginner,Evening,Cairo,37.24,281,Outdoor,Balanced,40,No,Club B,1037
7902b4aa,Player_1865,31,Male,Professional,Afternoon,Dubai,57.28,271,Indoor,Balanced,101,Yes,Club C,1725
52349b34,Player_1866,32,Male,Advanced,Afternoon,Dubai,65.4,492,Outdoor,Defensive,84,No,Club B,1404
eb21fa9e,Player_1867,36,Male,Beginner,Morning,London,67.3,374,Any,Aggressive,109,No,Club C,1844
46959870,Player_1868,44,Male,Beginner,Evening,Riyadh,41.21,382,Indoor,Aggressive,69,No,Club B,1944
22c85df2,Player_1869,34,Male,Advanced,Morning,Cairo,65.0,410,Indoor,Balanced,104,No,Club B,2397
1c4ed323,Player_1870,30,Female,Beginner,Morning,Beirut,89.02,299,Outdoor,Defensive,73,Yes,Club A,1056
3f3a429f,Player_1871,46,Male,Professional,Morning,Cairo,68.03,226,Outdoor,Defensive,58,Yes,Club C,1700
adf676cc,Player_1872,25,Female,Professional,Afternoon,Beirut,37.1,275,Outdoor,Balanced,51,No,Club C,1743
4e9769d5,Player_1873,45,Female,Professional,Morning,Cairo,40.4,284,Indoor,Aggressive,52,Yes,Club C,1408
554ff576,Player_1874,30,Female,Professional,Afternoon,Beirut,54.4,160,Indoor,Aggressive,82,No,Club A,1550
3fd7b53b,Player_1875,44,Female,Beginner,Evening,Beirut,57.6,36,Outdoor,Aggressive,43,Yes,Club C,1395
72c5bf6d,Player_1876,52,Male,Intermediate,Morning,Dubai,87.23,11,Any,Defensive,81,Yes,Club A,2163
519cb348,Player_1877,51,Female,Professional,Afternoon,Dubai,36.76,30,Any,Balanced,39,No,Club A,2096
89425c4f,Player_1878,41,Male,Advanced,Evening,Beirut,74.01,169,Indoor,Aggressive,56,No,Club C,2097
52b83f0d,Player_1879,44,Male,Beginner,Afternoon,London,34.36,450,Outdoor,Defensive,117,Yes,Club C,1180
332aa4e2,Player_1880,29,Female,Advanced,Afternoon,Beirut,74.36,152,Outdoor,Balanced,54,Yes,No Club,1102
b2b2652d,Player_1881,53,Male,Intermediate,Morning,London,78.26,115,Any,Aggressive,59,Yes,Club A,1120
52fa27b1,Player_1882,40,Female,Beginner,Morning,London,64.94,119,Any,Aggressive,64,No,Club A,1781
324662d8,Player_1883,22,Male,Beginner,Evening,Dubai,40.24,230,Outdoor,Balanced,70,Yes,No Club,1232
dfaf6c4c,Player_1884,44,Female,Advanced,Evening,Dubai,86.03,421,Indoor,Balanced,55,No,No Club,1907
2fc3a550,Player_1885,28,Female,Advanced,Evening,Dubai,70.02,407,Any,Aggressive,81,Yes,Club B,2490
c056a59e,Player_1886,43,Female,Beginner,Afternoon,Madrid,63.95,313,Any,Defensive,99,Yes,Club B,1695
82d535aa,Player_1887,31,Male,Advanced,Morning,Dubai,69.01,309,Outdoor,Balanced,104,No,Club A,1650
3372451a,Player_1888,39,Female,Advanced,Afternoon,Madrid,47.91,207,Indoor,Aggressive,81,No,No Club,1354
e790f54c,Player_1889,21,Male,Professional,Morning,Dubai,69.45,210,Outdoor,Defensive,33,No,Club C,2220
6039d4d1,Player_1890,49,Male,Beginner,Morning,Beirut,50.94,89,Any,Balanced,46,Yes,Club A,1097
7da5d378,Player_1891,52,Male,Intermediate,Morning,Riyadh,87.32,145,Outdoor,Aggressive,47,No,Club B,2185
b14705e2,Player_1892,25,Female,Advanced,Morning,Dubai,60.71,408,Outdoor,Defensive,33,Yes,Club B,1611
b8dc0186,Player_1893,19,Female,Intermediate,Evening,Dubai,82.33,426,Any,Aggressive,100,No,Club C,2062
8940bc82,Player_1894,25,Female,Advanced,Morning,London,89.32,497,Any,Defensive,57,No,Club A,1233
5504c48c,Player_1895,24,Male,Advanced,Evening,Madrid,37.69,389,Outdoor,Balanced,73,No,Club C,2258
03b98ce6,Player_1896,20,Male,Professional,Afternoon,Riyadh,73.32,341,Any,Defensive,92,No,Club A,1282
dd8f7b3b,Player_1897,35,Male,Intermediate,Evening,Cairo,88.79,74,Indoor,Aggressive,59,No,Club C,2366
281e225f,Player_1898,19,Male,Professional,Evening,Madrid,48.97,88,Any,Balanced,101,Yes,No Club,2454
d6f88ed0,Player_1899,51,Female,Beginner,Afternoon,Cairo,62.28,309,Outdoor,Aggressive,40,No,No Club,1950
2a2e8cce,Player_1900,33,Female,Beginner,Evening,London,76.93,462,Any,Balanced,112,Yes,Club A,1513
8628dca6,Player_1901,50,Female,Professional,Morning,Riyadh,63.54,314,Outdoor,Defensive,40,No,Club C,1195
a832ad07,Player_1902,45,Male,Intermediate,Morning,Beirut,64.97,63,Outdoor,Balanced,118,No,Club C,1746
f8764eb9,Player_1903,42,Female,Advanced,Evening,London,39.46,73,Outdoor,Defensive,84,No,No Club,1379
4c6777bd,Player_1904,55,Female,Professional,Morning,Riyadh,74.42,166,Indoor,Aggressive,87,No,Club B,1076
7c1e66aa,Player_1905,55,Male,Intermediate,Evening,Dubai,35.04,497,Indoor,Defensive,103,No,Club A,2278
1c272705,Player_1906,51,Female,Intermediate,Morning,Beirut,48.82,86,Any,Balanced,98,No,Club A,1468
fcff4d8f,Player_1907,24,Male,Advanced,Evening,Madrid,62.0,214,Outdoor,Defensive,93,No,Club C,1864
5c3caf9c,Player_1908,18,Male,Advanced,Evening,London,78.07,123,Any,Aggressive,114,Yes,No Club,1717
78659760,Player_1909,43,Male,Intermediate,Morning,Riyadh,41.32,49,Indoor,Defensive,118,Yes,Club A,1802
599b7d59,Player_1910,45,Female,Intermediate,Afternoon,Beirut,75.97,189,Outdoor,Balanced,73,No,No Club,2449
4694aeb7,Player_1911,36,Female,Advanced,Morning,Madrid,88.66,160,Outdoor,Aggressive,46,No,Club A,2027
2a39378f,Player_1912,44,Female,Professional,Evening,Dubai,59.96,50,Indoor,Aggressive,111,No,Club B,2126
d99ea2b3,Player_1913,48,Female,Intermediate,Afternoon,Dubai,43.72,302,Any,Balanced,98,Yes,Club B,2080
76fa35a6,Player_1914,32,Male,Advanced,Evening,Madrid,75.56,173,Any,Aggressive,102,No,Club C,1450
a84eb598,Player_1915,48,Male,Professional,Morning,Riyadh,69.2,381,Any,Defensive,96,Yes,No Club,1341
54214f95,Player_1916,23,Female,Intermediate,Evening,Riyadh,36.34,346,Any,Balanced,84,No,Club C,1854
167ecd2f,Player_1917,43,Female,Advanced,Morning,Beirut,54.17,469,Any,Aggressive,54,No,No Club,1836
bb19f16e,Player_1918,22,Female,Professional,Morning,Dubai,58.86,218,Any,Balanced,92,No,Club C,1528
c18794d7,Player_1919,45,Male,Advanced,Afternoon,Madrid,33.4,88,Indoor,Balanced,94,Yes,Club B,1814
d1341b9f,Player_1920,29,Female,Intermediate,Evening,Beirut,89.9,206,Indoor,Defensive,73,No,Club C,2099
999e00ac,Player_1921,48,Female,Professional,Evening,Riyadh,58.95,420,Outdoor,Aggressive,39,No,Club B,1360
f198852f,Player_1922,47,Female,Professional,Morning,Madrid,38.67,471,Indoor,Defensive,37,Yes,Club A,1425
27526ab9,Player_1923,46,Male,Intermediate,Afternoon,Riyadh,73.3,131,Outdoor,Defensive,86,Yes,Club B,1804
19f6da59,Player_1924,19,Male,Intermediate,Evening,Madrid,62.47,306,Indoor,Aggressive,102,No,Club A,1833
1784a0bf,Player_1925,44,Female,Intermediate,Evening,Dubai,39.95,312,Any,Balanced,49,No,Club C,1987
86ca4437,Player_1926,40,Female,Beginner,Afternoon,Riyadh,58.51,315,Any,Defensive,99,No,Club B,1161
18b9ba22,Player_1927,45,Male,Professional,Afternoon,Cairo,75.33,222,Indoor,Defensive,84,Yes,Club C,2268
e1151acb,Player_1928,48,Male,Intermediate,Morning,Riyadh,44.89,67,Indoor,Defensive,109,No,No Club,1154
2ef611cf,Player_1929,19,Female,Professional,Morning,Madrid,89.1,262,Outdoor,Balanced,96,Yes,Club C,1191
b0148c12,Player_1930,30,Female,Advanced,Morning,Beirut,83.79,256,Any,Aggressive,100,No,Club A,1462
f08bdcad,Player_1931,19,Male,Advanced,Morning,Riyadh,56.24,479,Any,Balanced,33,Yes,Club A,1332
7d86c730,Player_1932,37,Female,Intermediate,Afternoon,Riyadh,42.57,450,Any,Balanced,68,No,Club C,1183
9f48c4d7,Player_1933,18,Male,Advanced,Morning,Riyadh,53.22,124,Outdoor,Aggressive,92,No,No Club,1477
4ecb0c4d,Player_1934,22,Male,Beginner,Evening,Madrid,56.86,428,Any,Defensive,89,Yes,Club A,1793
5ff1900d,Player_1935,22,Male,Professional,Morning,Dubai,66.75,376,Any,Aggressive,76,No,Club A,2467
9f010a1b,Player_1936,50,Male,Beginner,Evening,London,85.0,400,Any,Aggressive,76,No,Club B,2236
afc24f46,Player_1937,48,Female,Professional,Evening,Beirut,51.69,477,Indoor,Aggressive,99,No,Club C,1353
2924ecaa,Player_1938,45,Male,Intermediate,Evening,London,58.68,471,Outdoor,Defensive,117,Yes,Club A,1017
9e87eef9,Player_1939,36,Female,Professional,Evening,Riyadh,40.92,328,Indoor,Aggressive,45,No,Club B,1300
929877ca,Player_1940,44,Female,Professional,Afternoon,London,61.29,399,Any,Aggressive,33,Yes,Club A,1617
7dd9d53a,Player_1941,37,Male,Advanced,Morning,London,46.37,244,Indoor,Defensive,41,Yes,Club B,1790
4eff057b,Player_1942,53,Male,Professional,Afternoon,London,44.11,119,Any,Balanced,74,No,No Club,1731
fb65f088,Player_1943,27,Female,Advanced,Afternoon,Madrid,43.63,142,Outdoor,Balanced,76,No,Club B,1595
37fff078,Player_1944,43,Male,Beginner,Evening,Riyadh,75.47,247,Any,Defensive,120,No,Club B,2164
14cf1d4f,Player_1945,44,Female,Professional,Afternoon,Madrid,30.32,290,Indoor,Aggressive,69,Yes,Club C,2101
0a39c195,Player_1946,32,Male,Intermediate,Evening,Beirut,46.44,392,Indoor,Balanced,116,Yes,Club A,2164
44a8eb36,Player_1947,46,Male,Intermediate,Evening,Riyadh,39.32,354,Outdoor,Aggressive,57,Yes,No Club,1800
2f07dceb,Player_1948,51,Female,Intermediate,Morning,Riyadh,81.83,336,Any,Aggressive,105,Yes,No Club,1337
0c4eb5a9,Player_1949,35,Female,Professional,Morning,Riyadh,76.98,281,Indoor,Balanced,106,Yes,Club B,1225
313872f0,Player_1950,46,Female,Professional,Morning,Cairo,49.49,153,Indoor,Aggressive,88,Yes,No Club,2004
c3d3df8a,Player_1951,27,Female,Professional,Afternoon,Dubai,64.7,243,Indoor,Defensive,96,No,No Club,1352
d46934b7,Player_1952,34,Male,Professional,Evening,Cairo,66.37,72,Indoor,Balanced,36,No,Club B,1800
b5d48b76,Player_1953,51,Female,Professional,Afternoon,Cairo,71.53,117,Indoor,Aggressive,102,Yes,No Club,1819
d1974b66,Player_1954,45,Male,Beginner,Evening,Cairo,77.53,391,Any,Defensive,89,Yes,Club A,1635
dd77a705,Player_1955,40,Male,Intermediate,Afternoon,Dubai,62.97,33,Indoor,Balanced,57,No,Club B,2079
0d8cf07f,Player_1956,48,Female,Professional,Evening,Riyadh,89.49,43,Outdoor,Balanced,40,No,Club B,1273
ae50bc24,Player_1957,55,Female,Beginner,Afternoon,Cairo,72.03,192,Any,Balanced,83,Yes,Club A,1670
a9678128,Player_1958,36,Male,Advanced,Morning,London,69.28,468,Any,Defensive,51,No,No Club,1619
5d308fd2,Player_1959,32,Male,Intermediate,Afternoon,Madrid,64.91,241,Indoor,Defensive,51,No,Club A,1076
c5aa6223,Player_1960,25,Male,Intermediate,Morning,London,86.93,273,Any,Aggressive,103,No,Club C,2473
a4cd479f,Player_1961,42,Male,Intermediate,Morning,Riyadh,32.37,30,Any,Aggressive,83,No,Club B,1958
1fe48fd4,Player_1962,41,Female,Intermediate,Afternoon,Madrid,50.75,157,Any,Aggressive,112,Yes,No Club,1644
61760ec9,Player_1963,26,Female,Intermediate,Morning,Madrid,88.19,419,Any,Balanced,91,Yes,Club C,1658
5cd26bba,Player_1964,32,Male,Advanced,Evening,Beirut,68.88,321,Indoor,Defensive,53,No,Club C,1094
a032a034,Player_1965,30,Female,Beginner,Evening,Riyadh,31.87,134,Indoor,Aggressive,109,Yes,Club A,1783
f552b812,Player_1966,35,Male,Beginner,Morning,Riyadh,49.78,385,Any,Aggressive,120,No,No Club,1373
92ef72cc,Player_1967,47,Female,Advanced,Morning,Cairo,80.23,242,Indoor,Aggressive,52,Yes,No Club,2162
c6934137,Player_1968,43,Male,Professional,Evening,Cairo,63.94,483,Outdoor,Defensive,77,Yes,Club C,2071
50ad9fd5,Player_1969,54,Female,Beginner,Evening,London,54.41,243,Outdoor,Balanced,42,Yes,No Club,2355
d4df5a09,Player_1970,41,Female,Professional,Morning,Dubai,85.72,209,Indoor,Defensive,68,No,Club A,1876
378bed64,Player_1971,34,Female,Intermediate,Evening,Cairo,44.94,241,Any,Aggressive,109,Yes,Club C,2139
5cfb2be7,Player_1972,38,Female,Beginner,Afternoon,Riyadh,61.55,192,Any,Aggressive,44,Yes,Club A,1731
25425a69,Player_1973,35,Male,Beginner,Afternoon,London,52.0,359,Any,Balanced,52,No,No Club,1116
832364d2,Player_1974,53,Male,Professional,Evening,London,51.66,147,Any,Balanced,60,Yes,Club C,1167
6f6d4f36,Player_1975,43,Male,Beginner,Afternoon,Cairo,49.56,39,Any,Balanced,91,Yes,Club B,1505
75f3ed9a,Player_1976,20,Female,Beginner,Evening,London,47.75,211,Any,Aggressive,44,No,Club A,1640
674f1558,Player_1977,28,Female,Beginner,Evening,Madrid,46.99,305,Outdoor,Defensive,114,No,Club B,1053
50d7c0fd,Player_1978,53,Female,Advanced,Evening,Dubai,49.98,418,Outdoor,Defensive,81,No,Club C,1604
dab74dc1,Player_1979,21,Male,Professional,Evening,Madrid,55.73,216,Outdoor,Defensive,96,No,Club B,2283
a725d293,Player_1980,34,Female,Professional,Afternoon,London,73.59,247,Indoor,Defensive,67,No,No Club,2351
8786e118,Player_1981,41,Female,Intermediate,Afternoon,Cairo,80.82,294,Outdoor,Balanced,81,No,Club A,1645
084c0ad8,Player_1982,36,Male,Beginner,Evening,Madrid,45.48,60,Any,Defensive,46,Yes,No Club,2496
eaa056f1,Player_1983,54,Female,Beginner,Evening,Cairo,35.76,119,Indoor,Defensive,111,Yes,Club B,1340
a5e5710e,Player_1984,44,Male,Beginner,Morning,Riyadh,61.21,406,Indoor,Aggressive,79,No,Club C,1073
e702f652,Player_1985,32,Female,Beginner,Evening,Cairo,48.51,191,Indoor,Aggressive,38,Yes,Club C,1934
77cbc44d,Player_1986,34,Female,Beginner,Morning,Madrid,48.78,99,Indoor,Defensive,44,No,Club C,1717
20c599d7,Player_1987,21,Female,Advanced,Afternoon,Dubai,38.62,465,Indoor,Balanced,64,No,Club C,1329
36e684c1,Player_1988,31,Male,Advanced,Morning,Madrid,33.43,374,Any,Balanced,97,No,Club C,1353
797c8369,Player_1989,18,Female,Professional,Afternoon,London,60.61,122,Outdoor,Balanced,114,Yes,Club B,2119
a65b86c5,Player_1990,39,Female,Professional,Morning,London,54.76,68,Indoor,Aggressive,73,No,Club B,1189
c06c6179,Player_1991,34,Male,Professional,Morning,London,67.54,83,Any,Balanced,112,No,Club A,1344
8507d387,Player_1992,19,Male,Advanced,Afternoon,Riyadh,33.38,329,Outdoor,Defensive,71,No,Club B,1631
dd675ad6,Player_1993,18,Male,Advanced,Afternoon,Madrid,59.7,492,Indoor,Balanced,53,No,Club B,1470
e6edd902,Player_1994,33,Female,Intermediate,Afternoon,Dubai,76.77,127,Any,Aggressive,106,No,Club A,1543
41bbf119,Player_1995,25,Male,Professional,Afternoon,Cairo,62.17,394,Indoor,Balanced,30,Yes,Club A,1448
14df2605,Player_1996,18,Male,Professional,Afternoon,London,50.05,452,Any,Defensive,98,Yes,Club A,1122
129763f5,Player_1997,36,Male,Intermediate,Afternoon,Madrid,57.8,98,Outdoor,Aggressive,111,Yes,Club B,1295
a78c810b,Player_1998,49,Male,Professional,Evening,London,67.19,233,Outdoor,Aggressive,43,Yes,Club A,2013
65dd21b4,Player_1999,31,Female,Beginner,Morning,London,41.9,448,Outdoor,Aggressive,95,Yes,Club C,2401
a06347d7,Player_2000,31,Female,Advanced,Morning,Beirut,69.09,413,Indoor,Balanced,104,No,Club B,1886
2941dfcc,Player_2001,40,Female,Intermediate,Morning,Beirut,77.77,270,Indoor,Aggressive,53,Yes,No Club,1221
5de58070,Player_2002,41,Male,Advanced,Evening,Madrid,61.22,400,Outdoor,Defensive,60,Yes,Club B,1833
47635b0c,Player_2003,52,Male,Intermediate,Afternoon,Madrid,33.99,21,Outdoor,Defensive,58,Yes,No Club,1700
eb56dfb4,Player_2004,55,Male,Advanced,Afternoon,Dubai,53.04,197,Outdoor,Balanced,86,No,No Club,1184
c9d05819,Player_2005,37,Female,Intermediate,Afternoon,Beirut,60.31,372,Indoor,Balanced,42,Yes,Club C,2329
e619bb1b,Player_2006,51,Male,Professional,Morning,London,51.16,188,Outdoor,Balanced,60,No,Club C,2315
37aa5ecb,Player_2007,49,Female,Professional,Evening,Madrid,57.04,284,Any,Balanced,115,No,Club B,2392
6d350b0b,Player_2008,26,Female,Advanced,Evening,Riyadh,82.66,266,Any,Aggressive,79,Yes,Club B,2094
01f7f35c,Player_2009,25,Male,Beginner,Evening,Dubai,48.36,128,Any,Aggressive,59,Yes,Club B,1264
253ac954,Player_2010,43,Female,Beginner,Afternoon,Cairo,88.63,232,Indoor,Aggressive,55,No,Club B,1585
fcfd8e54,Player_2011,36,Female,Beginner,Evening,Madrid,56.15,469,Any,Balanced,103,No,Club B,2192
284565ca,Player_2012,18,Female,Intermediate,Afternoon,London,83.89,438,Outdoor,Aggressive,101,No,Club B,1764
c6f25e0c,Player_2013,36,Male,Advanced,Morning,London,77.78,160,Indoor,Aggressive,54,No,Club C,1729
b77361f7,Player_2014,53,Female,Beginner,Afternoon,London,75.81,65,Outdoor,Defensive,105,No,No Club,2118
fa9d8a8f,Player_2015,44,Female,Intermediate,Afternoon,Cairo,31.28,33,Outdoor,Balanced,113,Yes,Club A,1764
256900ac,Player_2016,28,Female,Beginner,Morning,London,49.32,350,Any,Aggressive,33,No,Club C,1269
1ebd1bf7,Player_2017,28,Male,Professional,Afternoon,Dubai,52.99,177,Indoor,Defensive,93,Yes,Club B,2106
13a46316,Player_2018,25,Male,Professional,Afternoon,London,79.45,47,Indoor,Defensive,75,Yes,Club C,2126
a4cb9c3a,Player_2019,36,Female,Professional,Afternoon,Madrid,56.39,160,Outdoor,Defensive,102,No,Club B,2447
c29f2998,Player_2020,26,Female,Professional,Morning,Cairo,54.94,469,Indoor,Aggressive,85,Yes,No Club,2472
dba13072,Player_2021,30,Male,Advanced,Morning,Cairo,32.06,231,Any,Balanced,47,Yes,Club A,1622
e5df6e0f,Player_2022,55,Male,Beginner,Afternoon,London,79.36,34,Any,Balanced,116,Yes,No Club,1071
bfca660a,Player_2023,37,Female,Intermediate,Evening,London,39.66,284,Any,Balanced,58,No,Club A,1955
56a9e368,Player_2024,35,Female,Advanced,Afternoon,Madrid,53.14,100,Any,Defensive,109,Yes,No Club,2395
62b3292e,Player_2025,28,Male,Advanced,Afternoon,Beirut,54.8,65,Any,Defensive,40,No,Club C,1767
063cb628,Player_2026,26,Male,Professional,Morning,Dubai,67.48,124,Outdoor,Aggressive,76,Yes,No Club,2434
7741727c,Player_2027,43,Male,Intermediate,Evening,London,55.21,264,Outdoor,Aggressive,94,No,No Club,2324
c4240a80,Player_2028,45,Female,Advanced,Morning,London,48.87,27,Outdoor,Balanced,116,No,Club B,1126
7a8b8e1e,Player_2029,37,Female,Professional,Evening,Dubai,88.68,197,Any,Defensive,40,No,Club B,1006
4fdfcece,Player_2030,54,Male,Professional,Evening,Riyadh,30.82,498,Any,Aggressive,100,Yes,Club C,1484
be9c1e00,Player_2031,33,Female,Advanced,Evening,Cairo,55.96,102,Indoor,Aggressive,93,Yes,Club A,1553
